ReportId,Profit,Sales,Margin,COGS,Marketing,Inventory,Expected Profit,Expected Sales,Expected Margin,Expected COGS,Total Expenses
MH137RB,17.0,49.0,59.18,20.0,5.0,808.0,14.0,40.0,75.0,10.0,25.0
WB933JD,23.0,57.0,59.65,23.0,6.0,806.0,20.0,50.0,60.0,20.0,29.0
IB662DX,25.0,62.0,62.9,23.0,6.0,803.0,20.0,50.0,60.0,20.0,29.0
AI1881E,25.0,62.0,62.9,23.0,6.0,800.0,16.0,40.0,75.0,10.0,29.0
VR78770,25.0,60.0,63.33,22.0,6.0,802.0,21.0,50.0,60.0,20.0,28.0
AP515VW,25.0,62.0,62.9,23.0,6.0,807.0,20.0,,60.0,20.0,29.0
OA378HK,319.0,524.0,55.53,233.0,73.0,,299.51,491.0,47.45,258.0,306.0
JC4118D,35.0,344.0,60.17,137.0,42.0,458.0,,361.0,,135.0,179.0
RJ16694,-287.0,61.0,0.0,127.0,110.0,1457.0,-253.8,54.0,0.0,136.0,237.0
WJ153JP,-87.0,239.0,51.88,115.0,95.0,725.0,-69.12,192.0,53.12,90.0,210.0
MX495QW,274.0,558.0,57.17,239.0,66.0,646.0,286.15999999999997,584.0,60.79,229.0,305.0
JY504YL,238.0,561.0,57.93,236.0,82.0,1406.0,273.0,650.0,57.54,276.0,318.0
EY732NP,-138.0,157.0,0.0,210.0,66.0,3749.0,-182.16,207.0,0.0,218.0,276.0
GZ8884K,358.0,687.0,60.99,,95.0,2587.0,302.12,581.0,61.27,225.0,363.0
BX646EQ,8.0,61.0,0.0,91.0,15.0,1157.0,11.57,,0.0,106.0,106.0
XL291KG,547.0,477.0,85.32,70.0,33.0,-2112.0,573.8499999999999,499.0,83.97,80.0,103.0
XT1804Z,-134.0,129.0,0.0,,48.0,,-145.6,140.0,0.71,139.0,218.0
NT766VG,-195.0,180.0,0.0,219.0,68.0,3284.0,-136.08,126.0,0.0,183.0,287.0
WR677RQ,220.0,650.0,62.31,245.0,70.0,,249.22000000000003,,64.39,261.0,
CG700M3,-78.0,67.0,59.7,27.0,,1625.0,-60.31999999999999,52.0,88.46,6.0,34.0
TK897VK,11.0,74.0,0.0,144.0,46.0,1271.0,11.25,75.0,0.0,139.0,190.0
BA5780I,291.0,679.0,,282.0,84.0,3004.0,224.89,523.0,57.93,220.0,
GM248D7,173.0,280.0,57.5,119.0,30.0,-109.0,158.72,256.0,,101.0,149.0
UE362BI,61.0,274.0,67.52,89.0,30.0,1370.0,52.36,238.0,73.95,62.0,119.0
WS864XV,448.0,940.0,61.7,360.0,123.0,2850.0,417.59999999999997,870.0,60.57,343.0,
SQ589Q8,125.0,412.0,59.22,168.0,157.0,973.0,120.6,402.0,63.68,146.0,325.0
GW8020V,29.0,423.0,65.96,144.0,,900.0,18.41,263.0,44.11,147.0,191.0
GF492K7,,,56.85,252.0,77.0,627.0,401.94,693.0,58.44,288.0,329.0
OI729NE,188.0,,57.92,154.0,,1454.0,197.37,387.0,61.5,,201.0
EP117Z5,82.0,3.0,0.0,33.0,0.0,862.0,874.56,,0.0,36.0,33.0
VC389IL,221.0,313.0,46.01,169.0,50.0,1035.0,207.32,292.0,41.44,171.0,219.0
KM333AL,-68.0,243.0,62.55,91.0,21.0,-72.0,,185.0,,82.0,112.0
OV753DK,-17.0,218.0,42.66,125.0,89.0,667.0,-21.44,268.0,73.88,70.0,214.0
KU13550,-188.0,99.0,0.0,116.0,53.0,1499.0,-209.0,110.0,0.0,153.0,169.0
GG238PC,,,61.9,328.0,,2293.0,467.95,955.0,58.43,397.0,447.0
RL7563E,-391.0,23.0,0.0,284.0,107.0,5203.0,-510.0,30.0,0.0,180.0,391.0
PW282UN,100.0,361.0,55.96,159.0,32.0,405.0,70.84,253.0,45.06,139.0,191.0
BG208D9,-87.0,239.0,51.88,115.0,95.0,725.0,-69.12,192.0,53.12,90.0,210.0
YP557UL,222.0,675.0,65.04,236.0,81.0,1004.0,230.34,698.0,58.02,293.0,317.0
RI919OX,218.0,549.0,54.28,251.0,71.0,1751.0,276.0,690.0,59.42,280.0,322.0
TS864M3,-17.0,,42.66,125.0,89.0,667.0,-21.44,268.0,73.88,70.0,214.0
NF8537G,220.0,650.0,62.31,245.0,70.0,1374.0,249.22000000000003,733.0,64.39,261.0,315.0
HH6415V,117.0,657.0,61.64,252.0,98.0,1442.0,66.96,372.0,54.3,170.0,350.0
ZK364YU,8.0,391.0,52.69,185.0,143.0,715.0,6.8,340.0,58.53,141.0,328.0
RT366WL,482.0,927.0,60.3,368.0,121.0,2932.0,552.76,1063.0,60.58,419.0,489.0
TF219UY,58.0,113.0,46.9,60.0,21.0,-958.0,58.14,114.0,68.42,36.0,81.0
TE648B4,-6.0,110.0,67.27,36.0,23.0,478.0,-3.6500000000000004,73.0,47.95,38.0,59.0
LH221ZC,-20.0,273.0,62.27,103.0,94.0,526.0,-18.060000000000002,258.0,66.28,87.0,197.0
SA107V0,125.0,412.0,59.22,,157.0,,120.6,402.0,63.68,146.0,325.0
YV523KD,292.0,440.0,45.68,239.0,62.0,1435.0,254.10000000000002,385.0,47.01,204.0,301.0
OX966LD,0.0,171.0,65.5,59.0,49.0,955.0,0.0,45.0,0.0,70.0,108.0
KX110EN,-46.0,121.0,33.06,81.0,24.0,1829.0,-46.74,123.0,34.15,81.0,105.0
GG45487,-18.0,107.0,40.19,,51.0,520.0,-20.91,123.0,76.42,29.0,115.0
DJ949RV,387.0,713.0,59.61,288.0,,2193.0,433.08000000000004,802.0,57.11,344.0,376.0
OR40441,519.0,539.0,91.65,45.0,15.0,-1726.0,526.0799999999999,,87.23,70.0,60.0
LZ333ZU,19.0,127.0,81.89,23.0,44.0,174.0,25.65,171.0,,26.0,67.0
FI5754Q,-115.0,105.0,0.0,131.0,28.0,1491.0,-214.50000000000003,195.0,22.56,151.0,159.0
LH068SN,220.0,577.0,57.89,243.0,98.0,1676.0,158.84,418.0,59.57,169.0,
US784I8,118.0,130.0,63.08,48.0,24.0,112.0,147.42000000000002,162.0,62.96,60.0,72.0
FN986QB,-196.0,208.0,0.0,226.0,65.0,2418.0,-131.6,140.0,0.0,188.0,291.0
ER6312Y,54.0,309.0,46.6,165.0,43.0,,49.980000000000004,294.0,52.38,140.0,208.0
AP1697D,-44.0,81.0,55.56,36.0,54.0,470.0,-54.0,100.0,54.0,46.0,90.0
QS217F0,222.0,642.0,53.89,296.0,100.0,1494.0,196.7,562.0,58.54,233.0,396.0
UF65762,154.0,241.0,54.77,109.0,23.0,35.0,,246.0,67.07,81.0,132.0
IS7362O,59.0,133.0,69.17,41.0,33.0,145.0,23.76,54.0,40.74,32.0,74.0
HU685WD,-4.0,138.0,2.17,135.0,48.0,1337.0,-4.8,160.0,0.0,176.0,
HI743XK,-337.0,,0.0,153.0,109.0,1996.0,-320.32,77.0,0.0,121.0,262.0
KL915HB,65.0,195.0,58.46,81.0,26.0,1139.0,55.11,167.0,64.07,60.0,107.0
FN096MY,-188.0,99.0,0.0,116.0,,1499.0,-209.0,110.0,0.0,153.0,169.0
FI491R7,,675.0,,236.0,81.0,1004.0,230.34,698.0,58.02,293.0,317.0
AA669ZH,-78.0,67.0,,27.0,7.0,1625.0,-60.31999999999999,52.0,88.46,6.0,34.0
JR38996,243.0,,53.13,157.0,38.0,1377.0,242.35999999999999,332.0,59.34,,195.0
LZ126DM,221.0,313.0,,169.0,50.0,1035.0,207.32,292.0,41.44,171.0,219.0
RH019R9,-188.0,99.0,0.0,116.0,53.0,1499.0,-209.0,110.0,0.0,153.0,169.0
HC832GJ,,7.0,0.0,24.0,9.0,-55.0,20.299999999999997,70.0,100.0,0.0,33.0
UG30578,-438.0,0.0,,270.0,86.0,5013.0,,23.0,0.0,151.0,356.0
FT834QJ,541.0,934.0,62.31,352.0,132.0,3591.0,588.12,1014.0,60.65,399.0,484.0
YR72526,-22.0,97.0,53.61,,45.0,894.0,-22.77,99.0,64.65,35.0,90.0
HC032MJ,117.0,657.0,61.64,252.0,98.0,1442.0,66.96,372.0,54.3,170.0,350.0
TI517OT,220.0,580.0,56.55,252.0,73.0,1526.0,253.08,666.0,57.06,286.0,325.0
TD6737K,220.0,577.0,57.89,243.0,98.0,1676.0,158.84,,59.57,169.0,341.0
TM326X7,547.0,477.0,85.32,70.0,33.0,,573.8499999999999,499.0,83.97,80.0,103.0
GY348QO,-496.0,61.0,0.0,283.0,100.0,4379.0,-186.99,23.0,0.0,186.0,383.0
AX4221I,65.0,195.0,58.46,81.0,26.0,1139.0,55.11,167.0,64.07,,107.0
OV232I7,62.0,183.0,44.81,101.0,29.0,1226.0,74.80000000000001,220.0,53.64,102.0,130.0
CN410XF,-92.0,154.0,53.9,,60.0,,,111.0,50.45,55.0,131.0
NV155FG,-115.0,105.0,0.0,131.0,28.0,1491.0,-214.50000000000003,195.0,22.56,151.0,159.0
HP133I5,399.0,874.0,63.62,318.0,137.0,3275.0,479.78000000000003,1043.0,61.07,406.0,455.0
KY6795C,94.0,208.0,59.13,85.0,25.0,97.0,57.15,127.0,25.2,95.0,110.0
KG029ME,5.0,154.0,50.65,76.0,55.0,456.0,5.1899999999999995,173.0,79.19,36.0,131.0
UW4069D,188.0,366.0,57.92,154.0,47.0,,197.37,387.0,61.5,149.0,201.0
SQ734RS,207.0,545.0,50.28,271.0,,689.0,121.22,319.0,31.03,220.0,340.0
VY187WN,-5.0,156.0,,73.0,33.0,1395.0,-2.79,93.0,0.0,,106.0
XZ739UA,-1.0,253.0,64.03,91.0,91.0,958.0,-0.0,247.0,72.06,69.0,182.0
DB334ZK,426.0,861.0,61.9,328.0,119.0,2293.0,467.95,955.0,58.43,397.0,447.0
JO631AD,-518.0,37.0,0.0,290.0,104.0,4653.0,-0.0,0.0,,172.0,394.0
ZX692P9,190.0,175.0,48.0,91.0,16.0,757.0,170.04000000000002,156.0,50.64,77.0,107.0
WO598SG,143.0,454.0,62.11,172.0,43.0,1139.0,95.17,307.0,54.07,141.0,215.0
IR9537S,46.0,175.0,82.29,31.0,17.0,417.0,25.220000000000002,97.0,46.39,52.0,48.0
FX538QM,29.0,423.0,65.96,144.0,47.0,,18.41,263.0,44.11,147.0,191.0
GO2836V,305.0,681.0,58.15,285.0,101.0,,188.55,419.0,37.95,260.0,386.0
LI220YJ,2.0,,0.0,24.0,9.0,-55.0,20.299999999999997,70.0,100.0,0.0,33.0
BM373KD,283.0,564.0,51.77,272.0,73.0,1845.0,209.0,418.0,55.02,,345.0
XF405Y7,-87.0,239.0,51.88,115.0,95.0,725.0,-69.12,192.0,53.12,90.0,210.0
LU18288,,158.0,19.62,127.0,47.0,1625.0,-79.38000000000001,147.0,0.0,182.0,174.0
JZ942OJ,185.0,343.0,51.9,165.0,47.0,1622.0,208.44000000000003,386.0,60.1,154.0,212.0
BI62714,123.0,242.0,55.79,107.0,25.0,440.0,119.34,234.0,64.96,82.0,132.0
ZO121K7,48.0,132.0,86.36,,16.0,732.0,0.0,0.0,,0.0,34.0
SW682QT,-20.0,273.0,62.27,103.0,94.0,526.0,-18.060000000000002,258.0,66.28,87.0,197.0
AD280VD,-92.0,154.0,53.9,,60.0,419.0,,111.0,50.45,55.0,131.0
FI769UZ,-5.0,156.0,53.21,73.0,33.0,1395.0,,93.0,0.0,129.0,106.0
WQ53675,-18.0,107.0,40.19,64.0,51.0,520.0,-20.91,123.0,76.42,29.0,115.0
JS010MY,79.0,305.0,62.62,114.0,119.0,694.0,104.26,401.0,70.82,117.0,233.0
PY896TB,34.0,,56.92,84.0,16.0,1266.0,40.800000000000004,240.0,,,100.0
JD693EW,267.0,633.0,59.24,258.0,79.0,1155.0,263.76,628.0,55.25,281.0,337.0
NG6675Z,,677.0,60.41,268.0,,2363.0,380.7,846.0,58.87,348.0,367.0
JT085LY,64.0,215.0,49.77,108.0,88.0,1298.0,73.5,245.0,79.18,51.0,196.0
AN856QZ,-81.0,75.0,0.0,134.0,49.0,1466.0,-181.44,168.0,,157.0,183.0
YX8847R,,524.0,86.83,69.0,24.0,-584.0,520.02,486.0,90.53,46.0,93.0
BH6509E,207.0,545.0,50.28,271.0,69.0,689.0,121.22,319.0,31.03,220.0,340.0
KV526I4,,869.0,59.03,356.0,122.0,2144.0,545.9,1030.0,61.84,393.0,478.0
FQ301YI,2.0,7.0,0.0,24.0,9.0,,20.299999999999997,70.0,100.0,0.0,33.0
BB0000A,-1.0,253.0,64.03,91.0,,958.0,-0.0,247.0,72.06,69.0,182.0
EM162TY,94.0,208.0,59.13,85.0,25.0,97.0,57.15,127.0,25.2,95.0,110.0
FK352TI,-385.0,0.0,,282.0,103.0,4419.0,-inf,22.0,,162.0,385.0
YE45626,94.0,208.0,59.13,85.0,25.0,97.0,57.15,127.0,25.2,95.0,110.0
ZJ881ZG,482.0,927.0,60.3,368.0,121.0,2932.0,552.76,1063.0,60.58,,489.0
HD682HG,-4.0,138.0,2.17,135.0,48.0,1337.0,-4.8,160.0,0.0,176.0,183.0
AV75926,-115.0,105.0,0.0,131.0,28.0,1491.0,-214.50000000000003,,22.56,151.0,159.0
NR176JR,,687.0,60.99,268.0,95.0,2587.0,302.12,581.0,61.27,225.0,
KV9367J,-39.0,115.0,51.3,56.0,,377.0,-62.220000000000006,183.0,69.4,56.0,105.0
HO831HT,473.0,940.0,61.28,364.0,124.0,2793.0,482.0,964.0,55.81,426.0,488.0
LW778TU,136.0,317.0,50.47,157.0,45.0,1101.0,126.42,294.0,53.74,136.0,202.0
XQ18455,19.0,127.0,81.89,23.0,44.0,174.0,25.65,171.0,84.8,26.0,67.0
XQ0605Q,191.0,,48.68,214.0,58.0,1378.0,163.3,355.0,63.66,129.0,272.0
EV295OE,-269.0,63.0,0.0,124.0,108.0,1929.0,-187.88,44.0,,106.0,232.0
LG222C7,243.0,335.0,53.13,157.0,38.0,1377.0,242.35999999999999,332.0,,135.0,195.0
UO317L5,-150.0,161.0,0.0,238.0,61.0,2665.0,-160.89000000000001,173.0,,205.0,299.0
MA441D8,-438.0,0.0,,,86.0,5013.0,-inf,23.0,0.0,151.0,356.0
XT162KO,361.0,659.0,54.63,299.0,81.0,2117.0,436.70000000000005,794.0,58.94,326.0,380.0
PR8168E,309.0,688.0,60.32,273.0,99.0,2016.0,360.90000000000003,802.0,57.48,341.0,
DL222R7,-385.0,0.0,,282.0,103.0,4419.0,,22.0,0.0,,385.0
UJ373J1,82.0,3.0,0.0,33.0,0.0,862.0,874.56,32.0,0.0,36.0,33.0
AR124ZU,460.0,869.0,59.03,356.0,122.0,2144.0,545.9,1030.0,61.84,393.0,478.0
KM718YE,218.0,549.0,54.28,251.0,71.0,1751.0,276.0,690.0,59.42,280.0,322.0
TZ712KI,61.0,274.0,67.52,89.0,30.0,1370.0,52.36,238.0,73.95,62.0,119.0
NQ8025V,46.0,175.0,82.29,31.0,17.0,417.0,25.220000000000002,97.0,46.39,52.0,48.0
CT644TW,,127.0,81.89,23.0,44.0,174.0,25.65,171.0,84.8,26.0,67.0
VR101EQ,547.0,477.0,85.32,70.0,33.0,-2112.0,573.8499999999999,499.0,83.97,,103.0
JL0545H,,343.0,51.9,165.0,47.0,,208.44000000000003,386.0,60.1,154.0,212.0
VF228I4,-33.0,74.0,0.0,139.0,49.0,2537.0,-40.95,91.0,0.0,170.0,188.0
ZL476PI,0.0,171.0,65.5,59.0,49.0,955.0,0.0,45.0,0.0,70.0,108.0
AE379LQ,33.0,276.0,63.04,102.0,80.0,1045.0,34.92,291.0,73.54,77.0,182.0
WG88335,-18.0,107.0,40.19,64.0,51.0,520.0,-20.91,123.0,,29.0,115.0
TL708QJ,28.0,431.0,61.48,166.0,141.0,902.0,,367.0,70.57,108.0,
JK466TL,309.0,688.0,60.32,273.0,99.0,2016.0,360.90000000000003,802.0,57.48,341.0,372.0
TS226UT,-391.0,23.0,0.0,284.0,107.0,5203.0,-510.0,30.0,0.0,180.0,391.0
KL547MG,28.0,431.0,61.48,166.0,141.0,902.0,22.02,367.0,,108.0,307.0
IG225W3,,454.0,62.11,172.0,43.0,1139.0,95.17,,54.07,141.0,215.0
AS896C7,-2.0,139.0,40.29,83.0,25.0,,-1.84,184.0,52.17,88.0,108.0
EG71041,220.0,580.0,56.55,252.0,73.0,1526.0,253.08,666.0,57.06,286.0,325.0
LF1160K,541.0,934.0,62.31,352.0,132.0,3591.0,588.12,1014.0,60.65,399.0,484.0
TP8363X,65.0,195.0,58.46,81.0,26.0,1139.0,55.11,,64.07,60.0,107.0
KR502PL,38.0,148.0,69.59,45.0,37.0,307.0,24.44,94.0,63.83,,82.0
CQ648ZI,82.0,3.0,0.0,33.0,0.0,862.0,874.56,32.0,,36.0,33.0
CE979ZZ,-44.0,81.0,55.56,36.0,54.0,470.0,-54.0,,54.0,46.0,90.0
SO423CQ,,46.0,76.09,11.0,10.0,451.0,2.64,24.0,20.83,19.0,21.0
AS3444W,190.0,175.0,48.0,91.0,16.0,757.0,170.04000000000002,156.0,50.64,77.0,107.0
QA29399,303.0,677.0,60.41,,99.0,2363.0,380.7,846.0,58.87,348.0,367.0
KC3520B,-306.0,85.0,0.0,229.0,65.0,,-702.0,,,180.0,294.0
QR522IK,134.0,351.0,47.58,184.0,59.0,-106.0,125.4,330.0,57.27,141.0,
DN743B4,-57.0,56.0,0.0,135.0,34.0,2211.0,-130.56,128.0,0.0,210.0,169.0
ON959SN,-112.0,119.0,0.0,141.0,34.0,,-104.33999999999999,111.0,0.0,181.0,175.0
FC844HZ,-57.0,56.0,0.0,135.0,34.0,2211.0,-130.56,128.0,0.0,210.0,169.0
HD266FC,93.0,372.0,55.91,164.0,37.0,644.0,,310.0,51.61,150.0,201.0
CC619FW,55.0,157.0,68.79,49.0,62.0,642.0,40.25,115.0,56.52,,111.0
MX7968V,,100.0,60.0,40.0,43.0,826.0,-19.599999999999998,,,21.0,83.0
XA552PA,71.0,167.0,49.7,84.0,36.0,575.0,81.7,190.0,78.95,,120.0
FS118YQ,90.0,306.0,60.13,122.0,46.0,336.0,43.5,150.0,27.33,109.0,168.0
XL231MS,161.0,357.0,65.83,122.0,124.0,674.0,125.10000000000001,278.0,60.07,111.0,246.0
VF605KN,274.0,648.0,54.32,296.0,92.0,2778.0,339.36,,57.55,343.0,388.0
KQ7262Z,,609.0,87.03,79.0,12.0,-1492.0,486.0,486.0,88.89,54.0,91.0
FJ410Z9,17.0,,60.59,160.0,159.0,,12.0,300.0,49.67,151.0,319.0
YK744YN,165.0,224.0,53.12,105.0,17.0,-196.0,,231.0,68.83,72.0,
QV567PJ,165.0,552.0,56.52,240.0,74.0,1304.0,139.2,,47.84,242.0,314.0
HN319UD,274.0,648.0,54.32,296.0,92.0,2778.0,339.36,808.0,57.55,343.0,388.0
UT128SC,,6.0,0.0,271.0,102.0,4868.0,-0.0,0.0,,168.0,
YD025RB,80.0,394.0,58.63,163.0,155.0,761.0,73.8,369.0,67.75,119.0,318.0
RJ990SM,612.0,609.0,87.03,79.0,12.0,-1492.0,486.0,486.0,88.89,54.0,91.0
WB538XU,,,49.7,84.0,36.0,,81.7,190.0,78.95,40.0,120.0
NO315JG,115.0,481.0,54.89,217.0,63.0,1401.0,86.39999999999999,360.0,43.89,202.0,280.0
ZW0843U,-266.0,46.0,0.0,143.0,123.0,2074.0,,1.0,0.0,108.0,266.0
LK236K1,87.0,131.0,58.78,54.0,18.0,184.0,62.040000000000006,94.0,56.38,41.0,72.0
WW610C1,326.0,639.0,56.18,280.0,92.0,2531.0,,582.0,,244.0,372.0
ZZ816XF,366.0,660.0,61.67,253.0,76.0,1011.0,347.6,632.0,56.33,276.0,329.0
FM857C3,,614.0,56.68,266.0,90.0,1075.0,140.48,439.0,60.14,175.0,356.0
MG962ZW,34.0,221.0,46.15,119.0,39.0,763.0,31.049999999999997,207.0,56.04,91.0,158.0
JI610TI,-10.0,96.0,0.0,115.0,29.0,,-9.0,90.0,0.0,101.0,144.0
PV898L5,,534.0,88.39,62.0,23.0,-1440.0,361.76,476.0,90.76,44.0,85.0
EM438TV,-266.0,46.0,0.0,143.0,123.0,2074.0,-5.78,1.0,0.0,108.0,266.0
LK8727D,288.0,545.0,51.01,,91.0,1359.0,255.99,483.0,,182.0,358.0
HG310WK,274.0,648.0,,,92.0,2778.0,339.36,808.0,,343.0,388.0
XR558HZ,44.0,411.0,60.83,161.0,146.0,366.0,,457.0,73.09,123.0,307.0
JI517SE,,506.0,53.56,235.0,83.0,1083.0,,370.0,60.81,145.0,318.0
VY025J9,-133.0,99.0,20.2,79.0,55.0,-753.0,-199.66000000000003,149.0,67.11,49.0,134.0
DP152Z6,1.0,58.0,56.9,25.0,0.0,1397.0,1.1400000000000001,57.0,8.77,52.0,25.0
JC581M5,,545.0,51.01,267.0,91.0,1359.0,255.99,483.0,62.32,182.0,358.0
PD713S6,-299.0,,0.0,117.0,115.0,2505.0,-1734.1999999999998,116.0,0.0,116.0,232.0
PX9487L,491.0,872.0,60.09,348.0,120.0,2972.0,593.6,1060.0,62.36,399.0,468.0
KV050UB,161.0,357.0,65.83,122.0,124.0,674.0,125.10000000000001,278.0,60.07,,246.0
CK143VF,306.0,735.0,63.67,267.0,96.0,2496.0,350.7,,60.6,329.0,363.0
YE14003,-133.0,99.0,20.2,79.0,55.0,-753.0,-199.66000000000003,149.0,,49.0,134.0
ZA0624F,-10.0,96.0,0.0,115.0,29.0,1293.0,-9.0,90.0,0.0,101.0,144.0
JS601LG,-452.0,6.0,0.0,271.0,102.0,4868.0,-0.0,0.0,,168.0,373.0
GU626DR,169.0,491.0,56.62,213.0,47.0,2110.0,116.28000000000002,342.0,50.0,171.0,260.0
JM638ED,-35.0,100.0,60.0,40.0,43.0,826.0,,56.0,62.5,21.0,83.0
BK228HS,197.0,614.0,56.68,266.0,90.0,1075.0,140.48,439.0,60.14,175.0,
DA1524C,-1.0,90.0,48.89,46.0,19.0,898.0,-0.48,48.0,22.92,37.0,65.0
HO2724R,,224.0,53.12,105.0,17.0,-196.0,170.94,231.0,68.83,72.0,122.0
KF080DO,-130.0,181.0,0.0,,67.0,,-157.68,,11.87,193.0,281.0
BU506Y6,-531.0,70.0,0.0,265.0,99.0,4733.0,-0.0,0.0,,169.0,364.0
AS188FQ,-308.0,27.0,0.0,132.0,120.0,2836.0,-616.14,54.0,0.0,168.0,252.0
UR984OE,,160.0,65.62,55.0,22.0,1193.0,-2.2,110.0,57.27,47.0,77.0
EZ501QI,326.0,639.0,56.18,280.0,92.0,2531.0,296.82,582.0,58.08,244.0,372.0
VZ405B2,68.0,107.0,40.19,64.0,19.0,111.0,162.56,254.0,77.17,58.0,83.0
AE726LY,177.0,220.0,58.64,,18.0,902.0,156.0,195.0,60.0,78.0,
PU317JH,473.0,858.0,56.99,369.0,121.0,2270.0,540.1,982.0,60.18,391.0,490.0
QW617ET,-339.0,54.0,0.0,138.0,117.0,3148.0,-0.0,0.0,,113.0,255.0
TG718NX,93.0,372.0,55.91,164.0,,644.0,77.5,310.0,51.61,150.0,201.0
OV602IK,99.0,,63.08,158.0,153.0,,94.3,410.0,65.85,140.0,311.0
HL293OG,177.0,280.0,57.5,119.0,45.0,1541.0,115.92,184.0,46.74,98.0,164.0
BY101CU,3.0,265.0,60.0,106.0,100.0,765.0,1.82,,33.52,121.0,206.0
XM098TU,-107.0,139.0,0.0,204.0,71.0,2719.0,-133.98,174.0,0.0,214.0,275.0
AM623FC,-107.0,139.0,0.0,204.0,71.0,2719.0,-133.98,174.0,0.0,214.0,275.0
VR6865P,258.0,542.0,52.58,257.0,71.0,1905.0,231.35999999999999,482.0,53.53,224.0,328.0
QC580I8,70.0,381.0,50.66,188.0,46.0,1349.0,58.5,325.0,53.23,152.0,234.0
RE327LG,,161.0,63.35,59.0,41.0,341.0,-46.169999999999995,81.0,55.56,36.0,100.0
NP6314G,337.0,711.0,61.18,276.0,99.0,2340.0,411.25,875.0,59.09,358.0,
AJ086I8,90.0,306.0,60.13,122.0,46.0,336.0,43.5,150.0,,109.0,168.0
AA292O5,14.0,389.0,64.78,137.0,155.0,973.0,14.8,370.0,70.27,110.0,292.0
JY054SO,-308.0,27.0,0.0,132.0,120.0,2836.0,-616.14,54.0,0.0,168.0,252.0
SL556B4,292.0,500.0,53.6,232.0,64.0,1263.0,250.55999999999997,432.0,58.8,178.0,296.0
BD491ID,-339.0,54.0,0.0,138.0,117.0,3148.0,-0.0,0.0,,113.0,255.0
EX937NX,162.0,250.0,55.2,112.0,30.0,-204.0,209.3,322.0,64.91,113.0,142.0
JJ4914T,-107.0,139.0,0.0,204.0,71.0,2719.0,-133.98,174.0,0.0,214.0,275.0
DK875NV,288.0,545.0,51.01,267.0,91.0,1359.0,255.99,483.0,62.32,182.0,358.0
VW733VF,233.0,644.0,60.09,257.0,68.0,957.0,269.28,748.0,60.16,298.0,325.0
GZ983CE,-133.0,99.0,20.2,79.0,55.0,-753.0,-199.66000000000003,,67.11,49.0,134.0
AX486VZ,17.0,406.0,60.59,160.0,159.0,1717.0,12.0,300.0,49.67,151.0,319.0
DX437F7,404.0,534.0,88.39,62.0,23.0,-1440.0,,476.0,90.76,44.0,85.0
OM905KR,162.0,250.0,,112.0,30.0,-204.0,209.3,322.0,64.91,113.0,
HH4153P,288.0,545.0,51.01,267.0,91.0,1359.0,255.99,483.0,62.32,182.0,358.0
TY973HA,248.0,721.0,59.64,291.0,101.0,2052.0,187.34,551.0,59.35,224.0,392.0
HO5756S,24.0,157.0,69.43,48.0,,-35.0,27.3,182.0,71.43,52.0,92.0
TR41497,92.0,191.0,61.26,74.0,23.0,,58.08,,42.15,70.0,97.0
JI134S8,175.0,539.0,54.73,244.0,73.0,850.0,174.72,546.0,58.42,227.0,317.0
KU0235C,,82.0,57.32,35.0,,196.0,7.7,70.0,,30.0,46.0
NX728RP,8.0,82.0,57.32,35.0,11.0,191.0,7.0,70.0,57.14,30.0,46.0
GS263AB,11.0,85.0,57.65,36.0,11.0,187.0,9.1,70.0,57.14,30.0,47.0
MS33294,12.0,88.0,57.95,37.0,12.0,,9.8,70.0,57.14,30.0,49.0
CY198W3,14.0,92.0,57.61,39.0,12.0,212.0,10.5,70.0,57.14,30.0,51.0
IW07015,14.0,96.0,57.29,41.0,13.0,239.0,,80.0,,30.0,54.0
MT6141P,18.0,103.0,57.28,44.0,14.0,258.0,13.600000000000001,80.0,62.5,30.0,58.0
WR1494D,18.0,105.0,57.14,45.0,14.0,253.0,15.3,90.0,66.67,30.0,59.0
CE396Z1,13.0,91.0,57.14,39.0,,248.0,,70.0,57.14,30.0,51.0
IT5283P,14.0,92.0,57.61,39.0,12.0,244.0,7.5,50.0,,,51.0
ZL9603H,8.0,82.0,57.32,35.0,11.0,248.0,,60.0,66.67,20.0,46.0
NX052ER,12.0,89.0,57.3,38.0,12.0,256.0,7.800000000000001,60.0,50.0,30.0,50.0
OG151TH,14.0,92.0,61.96,35.0,11.0,196.0,,70.0,57.14,30.0,46.0
DD186HN,12.0,87.0,59.77,35.0,11.0,191.0,9.8,70.0,57.14,30.0,
KM2797L,16.0,91.0,60.44,36.0,11.0,187.0,12.6,70.0,57.14,30.0,47.0
WR712T7,18.0,,60.64,37.0,12.0,195.0,13.3,70.0,57.14,30.0,49.0
UC468A3,,91.0,57.14,39.0,12.0,212.0,14.7,70.0,57.14,30.0,51.0
YS189VF,19.0,95.0,56.84,41.0,13.0,239.0,16.0,80.0,,30.0,
NO1226Y,25.0,102.0,56.86,44.0,14.0,,20.0,80.0,62.5,30.0,58.0
CP238S9,25.0,104.0,56.73,45.0,14.0,253.0,21.599999999999998,90.0,66.67,30.0,59.0
OP5330N,19.0,97.0,59.79,39.0,12.0,248.0,14.0,70.0,57.14,30.0,51.0
SP3078I,21.0,98.0,60.2,39.0,12.0,244.0,10.5,50.0,60.0,20.0,51.0
