Quarter,StoreId,State,Position,Market,ProdId,Product,Type,ReportId
2023-04-01,Castle Rock - The Outlets at Castle Rock,Colorado,,Small Market,9_Te,Darjeeling,Tea,WS65981
2023-07-01,Castle Rock - The Outlets at Castle Rock,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,AF997NW
2023-10-01,Castle Rock - The Outlets at Castle Rock,Colorado,West,Small Market,9_Te,Darjeeling,Tea,LY841TJ
2023-01-01,Commerce City - Dicks Sporting Goods Park,Colorado,West,Big Market,9_Te,Darjeeling,Tea,ZY018LB
2023-04-01,Commerce City - Dicks Sporting Goods Park,Colorado,West,Big Market,9_Te,Darjeeling,,RA340XX
2023-07-01,Commerce City - Dicks Sporting Goods Park,Colorado,West,Micro Market,9_Te,Darjeeling,Tea,PN795I2
2023-10-01,Commerce City - Dicks Sporting Goods Park,Colorado,West,Micro Market,9_Te,Darjeeling,Tea,PT0649C
2023-01-01,Parker - Mainstreet,Colorado,West,Big Market,9_Te,Darjeeling,Tea,GW12263
2023-04-01,Parker - Mainstreet,Colorado,West,Micro Market,9_Te,Darjeeling,Tea,IA8062R
2023-07-01,Parker - Mainstreet,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,GJ377FA
2023-10-01,Parker - Mainstreet,Colorado,West,Small Market,9_Te,,Tea,FL568GN
2023-01-01,Littleton - Historic Downtown Littleton,Colorado,West,Medium Market,9_Te,Darjeeling,,QW422T1
2023-04-01,Littleton - Historic Downtown Littleton,,West,Small Market,9_Te,Darjeeling,Tea,DN08780
2023-07-01,Littleton - Historic Downtown Littleton,Colorado,West,Small Market,9_Te,Darjeeling,Tea,KQ278M6
2023-10-01,Littleton - Historic Downtown Littleton,Colorado,West,Big Market,9_Te,Darjeeling,,DA200S9
2023-01-01,Brighton - Historic Downtown Brighton,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,EA7000X
2023-04-01,Brighton - Historic Downtown Brighton,Colorado,,Small Market,9_Te,Darjeeling,Tea,VV040D1
2023-07-01,Brighton - Historic Downtown Brighton,Colorado,West,Small Market,9_Te,Darjeeling,Tea,UH117GS
2023-10-01,Brighton - Historic Downtown Brighton,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,SY270TP
2023-01-01,Englewood - CityCenter Englewood,Colorado,West,Irrelevant Market,9_Te,Darjeeling,Tea,EU296UT
2023-04-01,Englewood - CityCenter Englewood,,West,,9_Te,Darjeeling,,EJ873KA
2023-07-01,Englewood - CityCenter Englewood,Colorado,West,Big Market,9_Te,Darjeeling,Tea,QI153TT
2023-10-01,Englewood - CityCenter Englewood,Colorado,,Big Market,9_Te,Darjeeling,Tea,QL701VA
2023-01-01,Wheat Ridge - Ridge at 38,Colorado,West,Micro Market,9_Te,Darjeeling,Tea,KN7429P
2023-04-01,Wheat Ridge - Ridge at 38,,West,Small Market,9_Te,Darjeeling,Tea,KW864TD
2023-07-01,Wheat Ridge - Ridge at 38,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,VH19947
2023-10-01,Wheat Ridge - Ridge at 38,,West,Small Market,9_Te,Darjeeling,Tea,RK282PL
2023-01-01,Lafayette - Public Road,Colorado,West,Big Market,9_Te,Darjeeling,Tea,LU1874A
2023-04-01,Lafayette - Public Road,Colorado,West,Small Market,9_Te,Darjeeling,Tea,QI773SV
2023-07-01,Lafayette - Public Road,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,UD108H0
2023-10-01,Lafayette - Public Road,Colorado,West,Big Market,9_Te,Darjeeling,Tea,JG517MJ
2023-01-01,Windsor - Boardwalk Park,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,IM852P5
2023-04-01,Windsor - Boardwalk Park,,West,Medium Market,9_Te,Darjeeling,Tea,IU2036O
2023-07-01,Windsor - Boardwalk Park,Colorado,West,Big Market,9_Te,Darjeeling,Tea,KA731XV
2023-10-01,Windsor - Boardwalk Park,Colorado,West,,9_Te,Darjeeling,Tea,TM6833X
2023-01-01,Erie - Briggs Street,Colorado,West,Small Market,9_Te,Darjeeling,Tea,GO9368L
2023-04-01,Erie - Briggs Street,Colorado,West,Small Market,9_Te,Darjeeling,Tea,VD597VR
2023-07-01,Erie - Briggs Street,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,UU683GB
2023-10-01,Erie - Briggs Street,Colorado,West,,9_Te,Darjeeling,Tea,SG90967
2023-01-01,Louisville - Main Street,Colorado,,Micro Market,9_Te,Darjeeling,Tea,PK666A2
2023-04-01,Louisville - Main Street,Colorado,West,Micro Market,9_Te,Darjeeling,Tea,YA462XU
2023-07-01,Louisville - Main Street,,West,Micro Market,9_Te,Darjeeling,Tea,VH7789H
2023-10-01,Louisville - Main Street,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,DD547XW
2023-01-01,Golden - Washington Avenue,Colorado,West,Small Market,9_Te,Darjeeling,Tea,RA143FO
2023-04-01,Golden - Washington Avenue,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,YE296SO
2023-07-01,Golden - Washington Avenue,Colorado,West,Micro Market,9_Te,Darjeeling,Tea,QU200WI
2023-10-01,Golden - Washington Avenue,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,GN67268
2023-01-01,Durango - Historic Downtown Durango,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,OJ677O0
2023-04-01,Durango - Historic Downtown Durango,Colorado,West,,9_Te,Darjeeling,Tea,EO637NV
2023-07-01,Durango - Historic Downtown Durango,Colorado,West,Micro Market,9_Te,Darjeeling,Tea,RU94674
2023-10-01,Durango - Historic Downtown Durango,Colorado,West,Big Market,9_Te,Darjeeling,Tea,PZ079JH
2023-01-01,Montrose - Historic Downtown Montrose,Colorado,West,Micro Market,9_Te,Darjeeling,Tea,WG6737W
2023-04-01,Montrose - Historic Downtown Montrose,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,KZ399IK
2023-07-01,Montrose - Historic Downtown Montrose,Colorado,West,Big Market,9_Te,Darjeeling,,HS6096V
2023-10-01,Montrose - Historic Downtown Montrose,Colorado,West,Big Market,9_Te,Darjeeling,Tea,DR4183C
2023-01-01,Canon City - Main Street,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,HH846GU
2023-04-01,Canon City - Main Street,Colorado,West,Big Market,9_Te,Darjeeling,Tea,PI838M6
2023-07-01,Canon City - Main Street,Colorado,West,Micro Market,9_Te,Darjeeling,Tea,ZR971H2
2023-10-01,Canon City - Main Street,Colorado,West,Big Market,9_Te,Darjeeling,Tea,WX240X0
2023-01-01,Greenwood Village - Landmark,Colorado,West,Big Market,9_Te,Darjeeling,Tea,GE077LM
2023-04-01,Greenwood Village - Landmark,Colorado,West,Small Market,9_Te,Darjeeling,Tea,YA109YY
2023-07-01,Greenwood Village - Landmark,Colorado,West,Big Market,9_Te,Darjeeling,Tea,VD957EB
2023-10-01,Greenwood Village - Landmark,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,EW8044D
2023-01-01,Northglenn - Northglenn Marketplace,Colorado,West,,9_Te,,Tea,LY1114X
2023-04-01,Northglenn - Northglenn Marketplace,Colorado,West,Micro Market,9_Te,Darjeeling,Tea,DW002PU
2023-07-01,Northglenn - Northglenn Marketplace,Colorado,West,Big Market,9_Te,Darjeeling,Tea,XW566EG
2023-10-01,Northglenn - Northglenn Marketplace,Colorado,West,,9_Te,Darjeeling,Tea,QJ3628R
2023-01-01,Federal Heights - Water World Parkway,Colorado,West,Small Market,9_Te,Darjeeling,Tea,IY413TL
2023-04-01,Federal Heights - Water World Parkway,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,IG7009L
2023-07-01,Federal Heights - Water World Parkway,Colorado,West,Medium Market,9_Te,,Tea,EF6611G
2023-10-01,Federal Heights - Water World Parkway,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,AJ738NZ
2023-01-01,Steamboat Springs - Lincoln Avenue,Colorado,West,Micro Market,9_Te,Darjeeling,Tea,HP335LV
2023-04-01,Steamboat Springs - Lincoln Avenue,Colorado,West,Micro Market,9_Te,Darjeeling,Tea,PC271MS
2023-07-01,Steamboat Springs - Lincoln Avenue,Colorado,,Micro Market,9_Te,Darjeeling,Tea,IW316GM
2023-10-01,Steamboat Springs - Lincoln Avenue,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,AV603W9
2023-01-01,Fort Collins - Cedar Street,Colorado,West,Micro Market,9_Te,Darjeeling,Tea,SU665IA
2023-04-01,Fort Collins - Cedar Street,Colorado,West,Big Market,9_Te,Darjeeling,Tea,AN282TP
2023-07-01,Fort Collins - Cedar Street,Colorado,West,Big Market,9_Te,Darjeeling,Tea,DK696UA
2023-10-01,Fort Collins - Cedar Street,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,MU186DL
2023-01-01,Boulder - Maple Avenue,Colorado,West,Micro Market,9_Te,Darjeeling,Tea,NW329DL
2023-04-01,Boulder - Maple Avenue,Colorado,West,Micro Market,9_Te,Darjeeling,Tea,UI911RH
2023-07-01,Boulder - Maple Avenue,Colorado,West,Big Market,9_Te,Darjeeling,Tea,WX4645A
2023-10-01,Boulder - Maple Avenue,,West,Micro Market,9_Te,Darjeeling,Tea,YA187BH
2023-01-01,Boulder - Pearl Street,Colorado,West,Micro Market,9_Te,Darjeeling,Tea,DX892IZ
2023-04-01,Boulder - Pearl Street,Colorado,West,Small Market,9_Te,Darjeeling,Tea,OY61509
2023-07-01,Boulder - Pearl Street,Colorado,West,Small Market,9_Te,Darjeeling,Tea,KO098J3
2023-10-01,Boulder - Pearl Street,Colorado,West,Medium Market,9_Te,Darjeeling,Tea,UE9592Q
2023-01-01,Bridgeport - Main Street,Connecticut,East,Micro Market,9_Te,,Tea,UG931LF
2023-04-01,Bridgeport - Main Street,Connecticut,East,Micro Market,9_Te,Darjeeling,Tea,KX679N1
2023-07-01,Bridgeport - Main Street,Connecticut,East,,9_Te,Darjeeling,Tea,PS363VW
2023-10-01,Bridgeport - Main Street,Connecticut,East,Micro Market,9_Te,Darjeeling,Tea,BT755CP
2023-01-01,New Haven - Chapel Street,Connecticut,East,Micro Market,9_Te,Darjeeling,Tea,UA804RN
2023-04-01,New Haven - Chapel Street,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,TF837TW
2023-07-01,New Haven - Chapel Street,,East,Big Market,9_Te,Darjeeling,Tea,DC0907U
2023-10-01,New Haven - Chapel Street,,East,Big Market,9_Te,Darjeeling,Tea,OC7789G
2023-01-01,Hartford - Pratt Street,Connecticut,East,,9_Te,Darjeeling,Tea,RZ294GN
2023-04-01,Hartford - Pratt Street,Connecticut,East,Small Market,9_Te,Darjeeling,,MQ66095
2023-07-01,Hartford - Pratt Street,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,RE438HY
2023-10-01,Hartford - Pratt Street,Connecticut,East,Micro Market,9_Te,Darjeeling,,SR241JH
2023-01-01,Stamford - Bedford Street,Connecticut,East,Micro Market,9_Te,Darjeeling,Tea,BG785XD
2023-04-01,Stamford - Bedford Street,,East,Medium Market,9_Te,Darjeeling,Tea,BF1415T
2023-07-01,Stamford - Bedford Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,YW238JA
2023-10-01,Stamford - Bedford Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,AM803TI
2023-01-01,Waterbury - Bank Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,WR190OQ
2023-04-01,Waterbury - Bank Street,Connecticut,East,Micro Market,9_Te,Darjeeling,Tea,GV544QF
2023-07-01,Waterbury - Bank Street,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,AL77367
2023-10-01,Waterbury - Bank Street,Connecticut,,Medium Market,9_Te,Darjeeling,Tea,DH395SV
2023-01-01,Norwalk - Washington Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,ZD529HZ
2023-04-01,Norwalk - Washington Street,Connecticut,East,Micro Market,9_Te,Darjeeling,Tea,LB212T8
2023-07-01,Norwalk - Washington Street,Connecticut,East,Micro Market,9_Te,Darjeeling,Tea,HJ710M5
2023-10-01,Norwalk - Washington Street,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,DL95531
2023-01-01,Danbury - Main Street,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,PC534PM
2023-04-01,Danbury - Main Street,Connecticut,East,Micro Market,9_Te,Darjeeling,Tea,JD921RU
2023-07-01,Danbury - Main Street,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,ZX427NS
2023-10-01,Danbury - Main Street,Connecticut,East,Micro Market,9_Te,Darjeeling,Tea,GO852EP
2023-01-01,New Britain - Main Street,Connecticut,,Small Market,9_Te,Darjeeling,Tea,HW329FU
2023-04-01,New Britain - Main Street,Connecticut,East,Micro Market,9_Te,,Tea,FF40526
2023-07-01,New Britain - Main Street,,East,Small Market,9_Te,Darjeeling,Tea,WG502AM
2023-10-01,New Britain - Main Street,Connecticut,,Small Market,9_Te,Darjeeling,Tea,GW210VL
2023-01-01,West Hartford - Blue Back Square,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,WP7665O
2023-04-01,West Hartford - Blue Back Square,,East,Micro Market,9_Te,Darjeeling,Tea,XT0728S
2023-07-01,West Hartford - Blue Back Square,Connecticut,East,Micro Market,9_Te,Darjeeling,Tea,DC302C1
2023-10-01,West Hartford - Blue Back Square,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,XO5283Y
2023-01-01,Bristol - Main Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,ZL4115G
2023-04-01,Bristol - Main Street,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,XY6092F
2023-07-01,Bristol - Main Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,QZ54115
2023-10-01,Bristol - Main Street,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,KJ170G3
2023-01-01,Meriden - Colony Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,BD484MF
2023-04-01,Meriden - Colony Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,WO268H1
2023-07-01,Meriden - Colony Street,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,TF710U2
2023-10-01,Meriden - Colony Street,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,RY757J6
2023-01-01,Milford - Broad Street,Connecticut,East,Micro Market,9_Te,Darjeeling,Tea,HZ3662T
2023-04-01,Milford - Broad Street,,East,Small Market,9_Te,Darjeeling,,KN52552
2023-07-01,Milford - Broad Street,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,CF488AH
2023-10-01,Milford - Broad Street,Connecticut,,Medium Market,9_Te,Darjeeling,Tea,ZN393AL
2023-01-01,Middletown - Main Street,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,LF032K3
2023-04-01,Middletown - Main Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,IU011JA
2023-07-01,Middletown - Main Street,Connecticut,East,Micro Market,9_Te,Darjeeling,,VS5702W
2023-10-01,Middletown - Main Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,BX3540Y
2023-01-01,Norwich - Main Street,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,EG0226N
2023-04-01,Norwich - Main Street,Connecticut,East,Micro Market,9_Te,Darjeeling,Tea,ID350CQ
2023-07-01,Norwich - Main Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,MS173EF
2023-10-01,Norwich - Main Street,,East,,9_Te,Darjeeling,Tea,TE96202
2023-01-01,Shelton - Howe Avenue,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,SY313QB
2023-04-01,Shelton - Howe Avenue,Connecticut,East,Big Market,9_Te,Darjeeling,,VW259M2
2023-07-01,Shelton - Howe Avenue,Connecticut,East,Micro Market,9_Te,Darjeeling,Tea,AO453BR
2023-10-01,Shelton - Howe Avenue,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,NX958V8
2023-01-01,Torrington - Main Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,GB9638S
2023-04-01,Torrington - Main Street,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,PU376QZ
2023-07-01,Torrington - Main Street,Connecticut,East,Micro Market,9_Te,Darjeeling,,LJ095P2
2023-10-01,Torrington - Main Street,,East,Medium Market,9_Te,Darjeeling,Tea,ER673A7
2023-01-01,New London - State Street,Connecticut,East,Micro Market,9_Te,Darjeeling,Tea,OW668OC
2023-04-01,New London - State Street,Connecticut,,Big Market,9_Te,Darjeeling,Tea,BD010YU
2023-07-01,New London - State Street,Connecticut,East,Small Market,9_Te,Darjeeling,,GM108MZ
2023-10-01,New London - State Street,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,DX7905P
2023-01-01,Ansonia - Main Street,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,HQ258N0
2023-04-01,Ansonia - Main Street,Connecticut,East,,9_Te,Darjeeling,Tea,NL866W3
2023-07-01,Ansonia - Main Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,TN446C4
2023-10-01,Ansonia - Main Street,Connecticut,East,Micro Market,9_Te,,,FH0620G
2023-01-01,Derby - Elizabeth Street,Connecticut,East,Micro Market,9_Te,Darjeeling,Tea,LG305H9
2023-04-01,Derby - Elizabeth Street,Connecticut,,Big Market,9_Te,Darjeeling,Tea,NC305J8
2023-07-01,Derby - Elizabeth Street,Connecticut,East,Micro Market,9_Te,Darjeeling,Tea,QB198M4
2023-10-01,Derby - Elizabeth Street,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,WM79186
2023-01-01,Groton - Thames Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,DS235AK
2023-04-01,Groton - Thames Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,KU6129K
2023-07-01,Groton - Thames Street,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,VN979VN
2023-10-01,Groton - Thames Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,NH6954R
2023-01-01,Stratford - Main Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,GI928EN
2023-04-01,Stratford - Main Street,Connecticut,East,Big Market,9_Te,,Tea,LT502UI
2023-07-01,Stratford - Main Street,Connecticut,East,Big Market,9_Te,Darjeeling,,ZF550NL
2023-10-01,Stratford - Main Street,,,,9_Te,Darjeeling,Tea,KT193E3
2023-01-01,Wallingford - Center Street,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,WD3309P
2023-04-01,Wallingford - Center Street,Connecticut,East,Big Market,9_Te,,Tea,VA417YX
2023-07-01,Wallingford - Center Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,WK524WK
2023-10-01,Wallingford - Center Street,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,NN384WJ
2023-01-01,Stamford -  Arrow Plaza,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,BW869R8
2023-04-01,Stamford -  Arrow Plaza,Connecticut,East,,9_Te,,Tea,YD719RB
2023-07-01,Stamford -  Arrow Plaza,Connecticut,East,,9_Te,Darjeeling,Tea,PT186NX
2023-10-01,Stamford -  Arrow Plaza,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,CN9403C
2023-01-01,Waterbury - Grand Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,NS371EL
2023-04-01,Waterbury - Grand Street,Connecticut,East,Small Market,9_Te,Darjeeling,,RD499BP
2023-07-01,Waterbury - Grand Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,QW268X4
2023-10-01,Waterbury - Grand Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,VZ64268
2023-01-01,Hamden - Dixwell Avenue,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,QI2622D
2023-04-01,Hamden - Dixwell Avenue,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,SD464C3
2023-07-01,Hamden - Dixwell Avenue,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,QT147GV
2023-10-01,Hamden - Dixwell Avenue,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,UZ827X8
2023-01-01,West Hartford - Farmington Avenue,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,ZJ420GR
2023-04-01,West Hartford - Farmington Avenue,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,FH89838
2023-07-01,West Hartford - Farmington Avenue,Connecticut,East,Micro Market,9_Te,Darjeeling,Tea,CR121G6
2023-10-01,West Hartford - Farmington Avenue,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,YZ239V3
2023-01-01,Bristol - Hampshire Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,FE1165F
2023-04-01,Bristol - Hampshire Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,SU844KD
2023-07-01,Bristol - Hampshire Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,NK771VY
2023-10-01,Bristol - Hampshire Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,ZR132OH
2023-01-01,Meriden - Broad Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,IP595GU
2023-04-01,Meriden - Broad Street,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,RX759I0
2023-07-01,Meriden - Broad Street,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,AL7783E
2023-10-01,Meriden - Broad Street,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,KN081YO
2023-01-01,Manchester - Main Street,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,GM538EY
2023-04-01,Manchester - Main Street,Connecticut,,Micro Market,9_Te,Darjeeling,Tea,WO2702O
2023-07-01,Manchester - Main Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,DQ850OB
2023-10-01,Manchester - Main Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,BF1312Z
2023-01-01,Hartford - Carre Plaza,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,RZ5991U
2023-04-01,Hartford - Carre Plaza,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,TI226TH
2023-07-01,Hartford - Carre Plaza,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,YV0743X
2023-10-01,Hartford - Carre Plaza,Connecticut,East,,9_Te,Darjeeling,Tea,HN1532E
2023-01-01,New Haven - Church Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,DM320LQ
2023-04-01,New Haven - Church Street,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,EA922ZI
2023-07-01,New Haven - Church Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,AZ73709
2023-10-01,New Haven - Church Street,Connecticut,East,Medium Market,9_Te,,Tea,CU854XH
2023-01-01,Bridgeport - 2777 District,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,DD751F5
2023-04-01,Bridgeport - 2777 District,Connecticut,East,Big Market,9_Te,,Tea,AR070PS
2023-07-01,Bridgeport - 2777 District,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,WO148OC
2023-10-01,Bridgeport - 2777 District,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,PS291SM
2023-01-01,Stamford -  Government Street,Connecticut,East,Micro Market,9_Te,Darjeeling,Tea,KO707YN
2023-04-01,Stamford -  Government Street,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,ST828UF
2023-07-01,Stamford -  Government Street,Connecticut,East,Medium Market,9_Te,Darjeeling,,GQ853E6
2023-10-01,Stamford -  Government Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,SA167N0
2023-01-01,Waterbury - Small Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,QU205OV
2023-04-01,Waterbury - Small Street,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,ZS073LJ
2023-07-01,Waterbury - Small Street,Connecticut,East,Big Market,9_Te,,Tea,XW913OT
2023-10-01,Waterbury - Small Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,HR108HI
2023-01-01,Norwalk - Milky Way,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,JM93226
2023-04-01,Norwalk - Milky Way,Connecticut,East,,9_Te,Darjeeling,Tea,HB953XL
2023-07-01,Norwalk - Milky Way,,East,Micro Market,9_Te,Darjeeling,,HR745CU
2023-10-01,Norwalk - Milky Way,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,KS93380
2023-01-01,Danbury - Cheeks Street,Connecticut,East,Small Market,9_Te,Darjeeling,Tea,NQ343LR
2023-04-01,Danbury - Cheeks Street,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,RL134HH
2023-07-01,Danbury - Cheeks Street,Connecticut,East,Medium Market,9_Te,Darjeeling,Tea,KI619PZ
2023-10-01,Danbury - Cheeks Street,Connecticut,East,Big Market,9_Te,Darjeeling,Tea,GC268PN
2023-01-01,Miami - Ocean Drive,Florida,South,Micro Market,9_Te,Darjeeling,Tea,OD870DH
2023-04-01,Miami - Ocean Drive,Florida,South,Micro Market,9_Te,Darjeeling,Tea,EX757MP
2023-07-01,Miami - Ocean Drive,Florida,South,Micro Market,9_Te,Darjeeling,Tea,GY8515B
2023-10-01,Miami - Ocean Drive,Florida,South,Micro Market,9_Te,Darjeeling,Tea,KT314WX
2023-01-01,Jacksonville - Bay Street,Florida,,Micro Market,9_Te,Darjeeling,Tea,OM716Z4
2023-04-01,Jacksonville - Bay Street,Florida,South,Micro Market,9_Te,Darjeeling,Tea,ZO004TA
2023-07-01,Jacksonville - Bay Street,Florida,South,Micro Market,9_Te,Darjeeling,Tea,KA985N8
2023-10-01,Jacksonville - Bay Street,Florida,South,Micro Market,9_Te,Darjeeling,Tea,ZO7295U
2023-01-01,Tampa - Bayshore Boulevard,Florida,South,Small Market,9_Te,Darjeeling,Tea,HA00116
2023-04-01,Tampa - Bayshore Boulevard,Florida,South,Big Market,9_Te,Darjeeling,,EY1512Y
2023-07-01,Tampa - Bayshore Boulevard,Florida,South,Small Market,9_Te,Darjeeling,Tea,GW430YK
2023-10-01,Tampa - Bayshore Boulevard,Florida,South,Small Market,9_Te,Darjeeling,Tea,SO799G1
2023-01-01,Orlando - International Drive,Florida,South,Medium Market,9_Te,Darjeeling,Tea,TB154IF
2023-04-01,Orlando - International Drive,Florida,South,Micro Market,9_Te,Darjeeling,Tea,NT530KJ
2023-07-01,Orlando - International Drive,,South,Micro Market,9_Te,Darjeeling,Tea,NM8028V
2023-10-01,Orlando - International Drive,Florida,South,Micro Market,9_Te,Darjeeling,Tea,BP470MM
2023-01-01,St. Petersburg - Beach Drive,Florida,South,Micro Market,9_Te,Darjeeling,Tea,DT484SU
2023-04-01,St. Petersburg - Beach Drive,Florida,South,Small Market,9_Te,Darjeeling,Tea,RO875SK
2023-07-01,St. Petersburg - Beach Drive,Florida,South,Micro Market,9_Te,,Tea,QV670NB
2023-10-01,St. Petersburg - Beach Drive,Florida,South,Micro Market,9_Te,Darjeeling,Tea,IO620PT
2023-01-01,Hialeah - Palm Avenue,Florida,South,Medium Market,9_Te,Darjeeling,Tea,WD0235C
2023-04-01,Hialeah - Palm Avenue,Florida,South,Micro Market,9_Te,Darjeeling,Tea,DY3950N
2023-07-01,Hialeah - Palm Avenue,Florida,South,Big Market,9_Te,Darjeeling,,WI113HK
2023-10-01,Hialeah - Palm Avenue,Florida,South,Micro Market,9_Te,,,KV404CM
2023-01-01,Tallahassee - Monroe Street,Florida,South,Big Market,9_Te,Darjeeling,Tea,EH173VU
2023-04-01,Tallahassee - Monroe Street,Florida,South,Micro Market,9_Te,Darjeeling,Tea,OO043RD
2023-07-01,Tallahassee - Monroe Street,Florida,South,Micro Market,9_Te,Darjeeling,Tea,ZL163ZB
2023-10-01,Tallahassee - Monroe Street,Florida,South,Micro Market,9_Te,Darjeeling,Tea,VU4476B
2023-01-01,Fort Lauderdale - Las Olas Boulevard,Florida,South,Micro Market,9_Te,Darjeeling,Tea,LN016C7
